anzsco4,bbsid,nameen,namecn,ceiling,lastresult,result,change
1331,6546,Construction Managers,建筑业经理,5289,62,67,5
1332,6547,Engineering Managers,工程经理,1407,19,19,0
1335,6550,Production Managers,生产经理,3368,7,8,1
1341,6552,Child Care Centre Managers,幼儿中心经理,1000,12,14,2
1342,6553,Health and Welfare Services Managers,卫生和福利服务经理,1177,21,22,1
2211,7058,Accountants*,会计师,2500,1414,1512,98
2212,7059,"Auditors, Company Secretaries and Corporate Treasurers",审计，公司秘书及企业司库,1413,770,825,55
2241,7066,"Actuaries, Mathematicians and Statisticians",精算师，数学家和统计学家,1000,63,66,3
2245,7070,Land Economists and Valuers,土地经济学家和估价师,1035,28,30,2
2312,7079,Marine Transport Professionals,验船师,1000,51,59,8
2321,7080,Architects and Landscape Architects,建筑师和景观设计师,1391,200,228,28
2322,7081,Cartographers and Surveyors,制图师和测量师,1000,41,46,5
2331,7086,Chemical and Materials Engineers,化学工程与材料工程师,1000,361,399,38
2332,7087,Civil Engineering Professionals,土木工程专业,2174,826,908,82
2333,7088,Electrical Engineers,电气工程师,1254,449,500,51
2334,7089,Electronics Engineers,电子工程师,1000,618,647,29
2335,7090,"Industrial, Mechanical and Production Engineers",工业，机械和生产工程师,1539,1314,1331,17
2339,7092,Other Engineering Professionals,其他工程专业人员,1000,738,794,56
2341,7093,Agricultural and Forestry Scientists,农林科学家,1000,104,115,11
2346,7098,Medical Laboratory Scientists,医学实验室科学家,1602,72,77,5
2347,7099,Veterinarians,兽医,1000,39,47,8
2349,7100,Other Natural and Physical Science Professionals,其他自然和物理科学专业人员,1000,13,14,1
2411,7101,Early Childhood (Pre-primary School) Teachers,幼儿教育（学前教育）教师,1822,103,113,10
2414,7103,Secondary School Teachers,中学教师,8032,282,310,28
2415,7104,Special Education Teachers,特殊教育教师,1126,11,11,0
2512,7111,Medical Imaging Professionals,医学影像专业人员,1000,42,47,5
2514,7113,Optometrists and Orthoptists,验光师和视觉矫正师,1000,3,4,1
2519,7115,Orthotist or Prosthetist,义肢矫形师,1000,3,3,0
2521,7116,Chiropractors and Osteopaths,脊医及整骨,1000,14,14,0
2524,7119,Occupational Therapists,职业治疗师,1000,66,73,7
2525,7120,Physiotherapists,物理治疗师,1345,82,89,7
2526,7121,Podiatrists,足病医生,1000,12,14,2
2527,7122,Speech Professionals and Audiologists,演讲专家和听力学家,1000,21,23,2
2531,7123,General Practitioners and Resident Medical officers,全科执业,3495,188,210,22
2532,7124,Anaesthetists,麻醉师,1000,15,18,3
2533,7125,Internal Medicine Specialists,内科专家,1000,28,29,1
2534,7126,Psychiatrists,精神科医生,1000,6,6,0
2535,7127,Surgeons,外科医生,1000,13,14,1
2539,7128,Other Medical Practitioners,其他医生,1315,291,308,17
2541,7129,Midwives,助产士,1017,22,22,0
2544,7132,Registered Nurses,注册护士,16346,1249,1686,437
2611,7133,ICT Business and Systems Analysts,ICT业务和系统分析师,1482,780,960,180
2613,7134,Software and Applications Programmers,软件和应用程序的程序员,5662,2948,3398,450
2631,7136,Computer Network Professionals,计算机网络专业人士,1426,982,1082,100
2633,7138,Telecommunications Engineering Professionals,通信工程专业,1000,484,533,49
2711,7139,Barristers,大律师,1000,0,0,0
2713,7141,Solicitors,律师,5154,110,123,13
2723,7144,Psychologists,心理学家,1532,41,45,4
2725,7146,Social Workers,社会工作者,1783,91,105,14
3122,7161,Civil Engineering Draftspersons and Technicians,土木工程起草者和技师,1000,75,78,3
3123,7162,Electrical Engineering Draftspersons and Technicians,电气工程及其起草者技术员,1000,57,57,0
3132,7168,Telecommunications Technical Specialists,电信技术专家,1000,16,18,2
3211,7169,Automotive Electricians,汽车电工,1000,7,7,0
3212,7170,Motor Mechanics,电机机械,5597,103,107,4
3222,7172,Sheetmetal Trades Workers,钣金业职工,1000,0,1,1
3223,7173,Structural Steel and Welding Trades Workers,结构钢和焊接业职工,4466,34,35,1
3232,7175,Metal Fitters and Machinists,金属钳工和机械师,6677,52,58,6
3233,7176,Precision Metal Trades Workers,精密金属行业工人,1000,0,0,0
3241,7178,Panelbeaters,车身修理工,1000,2,4,2
3311,7181,Bricklayers and Stonemasons,砌砖工和石匠,1751,21,22,1
3312,7182,Carpenters and Joiners,木匠细木工,7718,84,89,5
3322,7184,Painting Trades Workers,涂装业职工,2871,14,14,0
3331,7185,Glaziers,玻璃工,1000,2,2,0
3332,7186,Plasterers,泥水工,2149,17,17,0
3334,7188,Wall and Floor Tilers,墙壁和地板瓦工,1475,3,3,0
3341,7189,Plumbers,管道工,5169,41,42,1
3411,7190,Electricians,电工,9345,108,112,4
3421,7191,Airconditioning and Refrigeration Mechanics,空调和制冷机械,1701,15,16,1
3422,7192,Electrical Distribution Trades Workers,电气成交量分布工作者,1000,3,3,0
3423,7193,Electronics Trades Workers,电子业职工,1993,29,31,2
3513,7197,Chefs,厨师,2854,84,89,5
3941,7211,Cabinetmakers,细工木匠,1568,3,3,0
3991,7213,Boat Builders and Shipwrights,船建设者和造船工人,1000,1,1,0
